sex,birth,family,education,job,rich,religion,voting,politics,x,y,location
Чоловіча,1979,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",15 000 - 25 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,-0.13,-0.65,Kyiv
Чоловіча,1980,Неодружений/незаміжня,Повна вища освіта,Продажі та послуги,6 000 - 10 000,Інше,Свобода,Дуже цікавлюсь,-0.03,0.35,Kyiv
Жіноча,1987,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Православ'я,Я не голосував,Трохи цікавлюсь,-0.18,-0.3,Volyn
Чоловіча,,Неодружений/незаміжня,Повна вища освіта,Інше,3 000 - 6 000,Православ'я,Свобода,Дуже цікавлюсь,-0.25,0.45,Kyiv
Жіноча,,У розлученні,Кандидат/доктор наук,На пенсії,3 000 - 6 000,Православ'я,Інша партія,Цікавлюсь,-0.28,-0.53,Kyiv
Жіноча,1980,Неодружений/незаміжня,Кандидат/доктор наук,Продажі та послуги,3 000 - 6 000,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,-0.10,-0.55,Kyiv
Жіноча,1961,Інше,Кандидат/доктор наук,Охорона здоров'я,6 000 - 10 000,Інше,Інша партія,Цікавлюсь,-0.18,-0.38,not_defined
Жіноча,,Неодружений/незаміжня,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",10 000 - 15 000,Православ'я,Батьківщина,Дуже цікавлюсь,-0.55,-0.18,Kyiv
Жіноча,1983,Неодружений/незаміжня,Повна вища освіта,"Торгівля, транспорт і логістика",10 000 - 15 000,Православ'я,Інша партія,Трохи цікавлюсь,0.08,-0.55,Kyiv
Жіноча,1998,Неодружений/незаміжня,Середня освіта,Студент,3 000 - 6 000,Не маю релігійної приналежності,Я не голосував,Зовсім не цікавлюсь,-0.23,0.13,not_defined
Чоловіча,,У шлюбі,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Я не голосував,Трохи цікавлюсь,-0.45,-0.6,Kyiv
Жіноча,1995,Інше,Неповна вища освіта,Студент,3 000 - 6 000,Не маю релігійної приналежності,Блок Петра Порошенка,Трохи цікавлюсь,-0.28,-0.38,not_defined
Жіноча,,У шлюбі,Кандидат/доктор наук,Наука та дослідження,3 000 - 6 000,Православ'я,Самопоміч,Цікавлюсь,-0.10,-0.43,Kyiv
Чоловіча,1981,Неодружений/незаміжня,Повна вища освіта,Безробітний,3 000 - 6 000,Не маю релігійної приналежності,Самопоміч,Дуже цікавлюсь,0.50,-0.48,Kyiv
Жіноча,1963,Інше,Повна вища освіта,На пенсії,10 000 - 15 000,Православ'я,Свобода,Цікавлюсь,-0.23,-0.1,not_defined
Жіноча,1977,У шлюбі,Кандидат/доктор наук,"Мистецтво, культура, відпочинок і спорт",15 000 - 25 000,Інше,Складно відповісти,Трохи цікавлюсь,-0.08,-0.63,outside_ukraine
Чоловіча,1972,У шлюбі,Повна вища освіта,Продажі та послуги,,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,0.10,-0.58,Kyiv
Жіноча,1969,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",10 000 - 15 000,Православ'я,Інша партія,Цікавлюсь,0.05,-0.43,Vinnytsia
Жіноча,1995,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Складно відповісти,Трохи цікавлюсь,-0.20,0.13,Lviv
Чоловіча,1990,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Православ'я,Самопоміч,Цікавлюсь,-0.28,-0.55,Lviv
Жіноча,1979,У шлюбі,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",> 50 000,Православ'я,Блок Петра Порошенка,Зовсім не цікавлюсь,0.03,-0.23,not_defined
Жіноча,,Неодружений/незаміжня,Повна вища освіта,Інше,3 000 - 6 000,Католицизм,Самопоміч,Зовсім не цікавлюсь,-0.08,-0.2,Lviv
Жіноча,1993,Неодружений/незаміжня,Неповна вища освіта,Студент,3 000 - 6 000,Католицизм,Інша партія,Зовсім не цікавлюсь,-0.10,-0.1,Lviv
Чоловіча,,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,0.25,-0.3,not_defined
Жіноча,1991,Неодружений/незаміжня,Повна вища освіта,Виробництво,3 000 - 6 000,Інше,Я не голосував,Зовсім не цікавлюсь,-0.28,-0.13,not_defined
Чоловіча,1992,Неодружений/незаміжня,Повна вища освіта,IT-сфера,> 50 000,Католицизм,Блок Петра Порошенка,Трохи цікавлюсь,-0.25,-0.38,Lviv
Жіноча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Складно відповісти,Цікавлюсь,0.10,-0.3,Lviv
Жіноча,1984,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Католицизм,Самопоміч,Трохи цікавлюсь,0.08,-0.13,Lviv
Чоловіча,,,,На пенсії,,Не маю релігійної приналежності,Інша партія,Дуже цікавлюсь,-0.10,-0.63,Lviv
Жіноча,1995,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Католицизм,Інша партія,Цікавлюсь,0.28,-0.5,Lviv
Жіноча,1990,Неодружений/незаміжня,Повна вища освіта,Інше,3 000 - 6 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.20,-0.25,Lviv
Жіноча,1994,Неодружений/незаміжня,Повна вища освіта,Продажі та послуги,6 000 - 10 000,Не маю релігійної приналежності,Блок Петра Порошенка,Цікавлюсь,0.15,0.05,not_defined
Жіноча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Складно відповісти,Цікавлюсь,-0.20,-0.33,not_defined
Жіноча,1999,Неодружений/незаміжня,Середня освіта,Інше,,Католицизм,Я не голосував,Зовсім не цікавлюсь,-0.15,-0.18,Ivano-Frankivsk
Чоловіча,,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",25 000 - 50 000,Не маю релігійної приналежності,Складно відповісти,Цікавлюсь,0.40,-0.75,Ivano-Frankivsk
Жіноча,1982,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Не маю релігійної приналежності,Інша партія,Трохи цікавлюсь,-0.15,-0.35,Kharkiv
Жіноча,1990,У шлюбі,Неповна вища освіта,Безробітний,< 3 000,Православ'я,Інша партія,Цікавлюсь,-0.13,-0.08,Kharkiv
Чоловіча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Свобода,Дуже цікавлюсь,-0.18,0.3,Chernihiv
Чоловіча,1984,У шлюбі,Кандидат/доктор наук,IT-сфера,> 50 000,Православ'я,Самопоміч,Цікавлюсь,0.35,-0.65,Kyiv
Чоловіча,1991,Неодружений/незаміжня,Повна вища освіта,Студент,3 000 - 6 000,Протестантизм,Складно відповісти,Трохи цікавлюсь,-0.08,-0.2,Kyiv
Чоловіча,1988,Неодружений/незаміжня,Повна вища освіта,IT-сфера,25 000 - 50 000,Православ'я,Батьківщина,Дуже цікавлюсь,0.00,-0.38,Volyn
Чоловіча,1966,У шлюбі,Повна вища освіта,Виробництво,6 000 - 10 000,Православ'я,Народний Фронт,Цікавлюсь,-0.03,-0.33,Rivne
Жіноча,1993,Неодружений/незаміжня,Повна вища освіта,Інше,< 3 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,0.00,-0.3,Lugansk
Чоловіча,1976,У шлюбі,Неповна вища освіта,Продажі та послуги,10 000 - 15 000,Православ'я,Блок Петра Порошенка,Дуже цікавлюсь,-0.30,0.3,Khmelnytsky
Жіноча,1979,Інше,Повна вища освіта,Виробництво,10 000 - 15 000,Православ'я,Самопоміч,Цікавлюсь,0.05,0.3,not_defined
Жіноча,1993,У шлюбі,Повна вища освіта,Домогосподарка,3 000 - 6 000,Православ'я,Свобода,Цікавлюсь,-0.13,-0.23,Kherson
Жіноча,1994,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Інше,Блок Петра Порошенка,Дуже цікавлюсь,0.13,-0.55,not_defined
Жіноча,1994,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Я не голосував,Цікавлюсь,0.03,-0.08,not_defined
Чоловіча,1970,У розлученні,Неповна вища освіта,Управлінський персонал,3 000 - 6 000,Не маю релігійної приналежності,Самопоміч,Дуже цікавлюсь,0.10,-0.1,Chernivtsi
Чоловіча,1992,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",< 3 000,Православ'я,Самопоміч,Цікавлюсь,-0.18,-0.05,not_defined
Жіноча,,Неодружений/незаміжня,Повна вища освіта,"Бізнес, фінанси та управління",6 000 - 10 000,Буддизм,Самопоміч,Цікавлюсь,-0.15,-0.63,not_defined
Чоловіча,1985,Неодружений/незаміжня,Повна вища освіта,Продажі та послуги,15 000 - 25 000,Буддизм,Блок Петра Порошенка,Трохи цікавлюсь,0.23,0.13,Kyiv
Чоловіча,1990,У шлюбі,Неповна вища освіта,Інше,15 000 - 25 000,Не маю релігійної приналежності,Я не голосував,Дуже цікавлюсь,0.10,-0.65,outside_ukraine
Жіноча,1993,У шлюбі,Повна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Я не голосував,Дуже цікавлюсь,-0.15,-0.65,outside_ukraine
Чоловіча,1989,У шлюбі,Повна вища освіта,Наука та дослідження,3 000 - 6 000,Православ'я,Самопоміч,Дуже цікавлюсь,-0.15,-0.45,outside_ukraine
Жіноча,1976,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",6 000 - 10 000,Православ'я,Самопоміч,Дуже цікавлюсь,-0.23,-0.6,Kyiv
Жіноча,1972,У шлюбі,Повна вища освіта,Управлінський персонал,25 000 - 50 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.23,-0.73,not_defined
Жіноча,1965,У розлученні,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Радикальна партія Олега Ляшка,Цікавлюсь,-0.05,-0.05,not_defined
Жіноча,2000,Неодружений/незаміжня,Середня освіта,Студент,< 3 000,Іудаїзм,Я не голосував,Трохи цікавлюсь,-0.10,-0.45,Odessa
Чоловіча,1977,У шлюбі,Середня освіта,Інше,10 000 - 15 000,Не маю релігійної приналежності,Інша партія,Дуже цікавлюсь,0.58,-0.63,Odessa
Чоловіча,1989,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",15 000 - 25 000,Буддизм,Самопоміч,Дуже цікавлюсь,0.33,-0.65,not_defined
Жіноча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Складно відповісти,Трохи цікавлюсь,-0.28,-0.03,Odessa
Чоловіча,1988,У розлученні,Інше,Наука та дослідження,10 000 - 15 000,Не маю релігійної приналежності,Я не голосував,Зовсім не цікавлюсь,0.15,-0.3,not_defined
Чоловіча,1973,У шлюбі,Середня освіта,Продажі та послуги,3 000 - 6 000,Не маю релігійної приналежності,Інша партія,Дуже цікавлюсь,-0.03,-0.38,Odessa
Чоловіча,1993,Неодружений/незаміжня,Повна вища освіта,IT-сфера,15 000 - 25 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,0.15,-0.55,Lviv
Жіноча,1993,Неодружений/незаміжня,Повна вища освіта,Інше,3 000 - 6 000,Іудаїзм,Блок Петра Порошенка,Трохи цікавлюсь,0.00,0.03,Lviv
Жіноча,1994,Неодружений/незаміжня,Повна вища освіта,"Бізнес, фінанси та управління",3 000 - 6 000,Католицизм,Самопоміч,Трохи цікавлюсь,-0.28,-0.25,Lviv
Чоловіча,1995,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Інша партія,Дуже цікавлюсь,0.03,-0.48,Lviv
,,У шлюбі,Повна вища освіта,Управлінський персонал,10 000 - 15 000,Православ'я,Свобода,Дуже цікавлюсь,-0.05,-0.08,not_defined
Жіноча,1993,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Католицизм,Складно відповісти,Трохи цікавлюсь,-0.30,-0.45,Lviv
Жіноча,1995,Неодружений/незаміжня,Неповна вища освіта,Студент,,Протестантизм,Блок Петра Порошенка,Трохи цікавлюсь,-0.08,-0.23,not_defined
Жіноча,1993,Неодружений/незаміжня,Неповна вища освіта,Студент,,Інше,,Трохи цікавлюсь,-0.18,-0.48,not_defined
Чоловіча,1983,У шлюбі,Кандидат/доктор наук,Наука та дослідження,15 000 - 25 000,Католицизм,Блок Петра Порошенка,Дуже цікавлюсь,0.15,-0.33,not_defined
Жіноча,1990,Неодружений/незаміжня,Повна вища освіта,"Бізнес, фінанси та управління",< 3 000,Інше,Народний Фронт,Цікавлюсь,0.03,-0.43,Lviv
Жіноча,1988,Інше,Повна вища освіта,Інше,3 000 - 6 000,Православ'я,Народний Фронт,Цікавлюсь,0.10,-0.4,Dnipropetrovsk
Чоловіча,,У шлюбі,Повна вища освіта,Виробництво,6 000 - 10 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.13,-0.25,Odessa
Чоловіча,1994,Неодружений/незаміжня,Повна вища освіта,Інше,< 3 000,Православ'я,Інша партія,Дуже цікавлюсь,0.63,-0.63,Odessa
Жіноча,1994,Неодружений/незаміжня,Неповна вища освіта,IT-сфера,3 000 - 6 000,Православ'я,Свобода,Дуже цікавлюсь,-0.40,-0.25,Odessa
Чоловіча,1987,Неодружений/незаміжня,Повна вища освіта,Управлінський персонал,3 000 - 6 000,Православ'я,Інша партія,Цікавлюсь,0.08,-0.28,Lviv
Чоловіча,1990,Неодружений/незаміжня,Кандидат/доктор наук,"Бізнес, фінанси та управління",6 000 - 10 000,Католицизм,Блок Петра Порошенка,Цікавлюсь,0.15,0.03,Lviv
Жіноча,1995,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Блок Петра Порошенка,Трохи цікавлюсь,-0.48,-0.4,Lviv
Жіноча,1992,Неодружений/незаміжня,Повна вища освіта,IT-сфера,25 000 - 50 000,Не маю релігійної приналежності,Інша партія,Трохи цікавлюсь,-0.13,-0.7,not_defined
Чоловіча,1984,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",25 000 - 50 000,Католицизм,Самопоміч,Цікавлюсь,0.03,-0.23,Lviv
Чоловіча,1988,Неодружений/незаміжня,Неповна вища освіта,"Мистецтво, культура, відпочинок і спорт",6 000 - 10 000,Не маю релігійної приналежності,Самопоміч,Трохи цікавлюсь,-0.33,-0.48,Lviv
Чоловіча,,У шлюбі,Кандидат/доктор наук,IT-сфера,,Католицизм,Самопоміч,Цікавлюсь,-0.05,-0.45,Lviv
Чоловіча,1975,У розлученні,Неповна вища освіта,Безробітний,,Православ'я,Інша партія,Трохи цікавлюсь,-0.05,0.35,Lviv
Жіноча,1999,Неодружений/незаміжня,Середня освіта,Студент,< 3 000,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,-0.08,-0.23,Lviv
Чоловіча,1981,У шлюбі,Повна вища освіта,IT-сфера,> 50 000,Не маю релігійної приналежності,Самопоміч,Трохи цікавлюсь,-0.05,-0.58,not_defined
Чоловіча,,Неодружений/незаміжня,Повна вища освіта,Наука та дослідження,3 000 - 6 000,Не маю релігійної приналежності,Самопоміч,Трохи цікавлюсь,-0.03,-0.1,Lviv
Чоловіча,1965,Інше,Кандидат/доктор наук,На пенсії,3 000 - 6 000,Православ'я,Свобода,Цікавлюсь,0.03,0.23,Lviv
Жіноча,,Неодружений/незаміжня,Повна вища освіта,На пенсії,3 000 - 6 000,Католицизм,Самопоміч,Трохи цікавлюсь,-0.28,0.13,not_defined
Чоловіча,,Інше,Інше,Інше,> 50 000,Інше,Я не голосував,Зовсім не цікавлюсь,0.20,0.18,Lviv
Жіноча,1989,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Католицизм,Свобода,Трохи цікавлюсь,0.10,-0.1,Lviv
Жіноча,1985,У шлюбі,Середня освіта,Виробництво,< 3 000,Православ'я,Блок Петра Порошенка,Трохи цікавлюсь,-0.25,0.38,Lviv
Чоловіча,,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Інша партія,Трохи цікавлюсь,-0.10,-0.35,Lviv
Жіноча,1985,Неодружений/незаміжня,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",10 000 - 15 000,Католицизм,Складно відповісти,Зовсім не цікавлюсь,-0.43,-0.25,not_defined
Жіноча,1990,Інше,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Самопоміч,Дуже цікавлюсь,-0.20,-0.13,Lviv
Чоловіча,1987,У шлюбі,Неповна вища освіта,Інше,6 000 - 10 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,0.08,-0.15,Lviv
Жіноча,1991,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Не маю релігійної приналежності,Блок Петра Порошенка,Цікавлюсь,0.10,-0.3,Lviv
Жіноча,1993,Неодружений/незаміжня,Повна вища освіта,"Бізнес, фінанси та управління",3 000 - 6 000,Не маю релігійної приналежності,Інша партія,Цікавлюсь,0.18,-0.75,Kyiv
Жіноча,1989,Інше,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",10 000 - 15 000,Православ'я,Я не голосував,Цікавлюсь,-0.58,-0.28,not_defined
Чоловіча,,Неодружений/незаміжня,Повна вища освіта,На пенсії,,Не маю релігійної приналежності,Інша партія,Трохи цікавлюсь,0.68,-0.43,Kyiv
Чоловіча,1983,У шлюбі,Повна вища освіта,IT-сфера,25 000 - 50 000,Не маю релігійної приналежності,Інша партія,Дуже цікавлюсь,0.28,-0.65,Dnipropetrovsk
Чоловіча,1991,Неодружений/незаміжня,Повна вища освіта,Безробітний,3 000 - 6 000,Католицизм,Інша партія,Цікавлюсь,0.05,-0.48,Lviv
Чоловіча,1980,У шлюбі,Повна вища освіта,"Торгівля, транспорт і логістика",< 3 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.20,-0.1,Poltava
Чоловіча,,У розлученні,Повна вища освіта,Управлінський персонал,6 000 - 10 000,Інше,Складно відповісти,Цікавлюсь,-0.03,0.05,not_defined
Жіноча,1988,У шлюбі,Повна вища освіта,Інше,< 3 000,Інше,Самопоміч,Трохи цікавлюсь,0.00,-0.53,Kyiv
Жіноча,,У шлюбі,Повна вища освіта,IT-сфера,15 000 - 25 000,Іудаїзм,Інша партія,Трохи цікавлюсь,0.18,0.33,not_defined
Жіноча,1991,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",6 000 - 10 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,-0.23,-0.65,Kyiv
Чоловіча,1990,Неодружений/незаміжня,Повна вища освіта,На пенсії,,,Самопоміч,,-0.30,-0.68,Kyiv
Чоловіча,1988,Неодружений/незаміжня,Інше,Інше,< 3 000,Православ'я,Я не голосував,Цікавлюсь,-0.43,-0.55,not_defined
Чоловіча,,У шлюбі,Повна вища освіта,IT-сфера,6 000 - 10 000,Православ'я,Самопоміч,Цікавлюсь,-0.20,0.08,Vinnytsia
Чоловіча,1980,У шлюбі,Повна вища освіта,"Торгівля, транспорт і логістика",3 000 - 6 000,Православ'я,Я не голосував,Цікавлюсь,0.15,-0.38,not_defined
Жіноча,,У шлюбі,Повна вища освіта,IT-сфера,< 3 000,Православ'я,Самопоміч,Цікавлюсь,-0.13,-0.43,Chernihiv
Чоловіча,,У шлюбі,Повна вища освіта,На пенсії,6 000 - 10 000,Православ'я,Свобода,Цікавлюсь,-0.15,-0.1,Poltava
Чоловіча,,У шлюбі,Повна вища освіта,Інше,< 3 000,Інше,Інша партія,Цікавлюсь,-0.18,-0.23,Lviv
Чоловіча,1988,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",10 000 - 15 000,Не маю релігійної приналежності,Народний Фронт,Дуже цікавлюсь,0.38,-0.33,Lviv
,,,,На пенсії,,,,,-0.10,-0.4,not_defined
Жіноча,1985,У шлюбі,Повна вища освіта,На пенсії,25 000 - 50 000,Православ'я,Народний Фронт,Цікавлюсь,0.13,-0.2,not_defined
Чоловіча,1988,Неодружений/незаміжня,Повна вища освіта,"Торгівля, транспорт і логістика",25 000 - 50 000,Інше,Блок Петра Порошенка,Дуже цікавлюсь,0.18,-0.4,Lviv
Чоловіча,1978,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Інше,Блок Петра Порошенка,Цікавлюсь,0.03,-0.08,not_defined
Жіноча,1989,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Католицизм,Народний Фронт,Цікавлюсь,0.03,-0.3,Lviv
Чоловіча,1985,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Не маю релігійної приналежності,Складно відповісти,Трохи цікавлюсь,-0.08,-0.23,Lviv
Чоловіча,,У шлюбі,Повна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Складно відповісти,Трохи цікавлюсь,-0.15,-0.33,not_defined
Жіноча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Баптизм,Я не голосував,Трохи цікавлюсь,0.15,-0.58,Lviv
Чоловіча,1987,Неодружений/незаміжня,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",,,Інша партія,Дуже цікавлюсь,0.00,-0.38,Lviv
Чоловіча,,Неодружений/незаміжня,Середня освіта,Студент,< 3 000,Католицизм,Інша партія,Цікавлюсь,-0.38,0.3,Lviv
Жіноча,1988,У шлюбі,Повна вища освіта,Інше,< 3 000,Православ'я,Батьківщина,Трохи цікавлюсь,-0.05,-0.05,Lviv
Чоловіча,1989,Неодружений/незаміжня,Повна вища освіта,IT-сфера,3 000 - 6 000,Православ'я,Блок Петра Порошенка,Трохи цікавлюсь,-0.28,-0.28,Lviv
Жіноча,1973,У розлученні,Повна вища освіта,"Бізнес, фінанси та управління",6 000 - 10 000,Православ'я,Я не голосував,Цікавлюсь,-0.10,-0.18,Lviv
Жіноча,1992,У шлюбі,Середня освіта,Домогосподарка,< 3 000,Не маю релігійної приналежності,Я не голосував,Цікавлюсь,0.13,-0.5,Lviv
Жіноча,1973,У шлюбі,Повна вища освіта,Продажі та послуги,10 000 - 15 000,Католицизм,Самопоміч,Трохи цікавлюсь,-0.38,-0.28,not_defined
Чоловіча,1981,У шлюбі,Повна вища освіта,Виробництво,3 000 - 6 000,Інше,Інша партія,Зовсім не цікавлюсь,-0.45,-0.33,Lviv
Чоловіча,1988,У шлюбі,Повна вища освіта,IT-сфера,> 50 000,Католицизм,Блок Петра Порошенка,Зовсім не цікавлюсь,-0.10,0.13,Lviv
Чоловіча,1980,Неодружений/незаміжня,Кандидат/доктор наук,Наука та дослідження,< 3 000,Не маю релігійної приналежності,Інша партія,Цікавлюсь,-0.10,-0.38,not_defined
Чоловіча,1994,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Інше,Інша партія,Дуже цікавлюсь,-0.38,0.23,Zaporizhia
Жіноча,1968,Неодружений/незаміжня,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Не маю релігійної приналежності,Блок Петра Порошенка,Цікавлюсь,-0.03,-0.3,Zaporizhia
Чоловіча,,Неодружений/незаміжня,Повна вища освіта,Продажі та послуги,10 000 - 15 000,Православ'я,Інша партія,Дуже цікавлюсь,-0.18,-0.05,Kyiv
Жіноча,1983,У шлюбі,Повна вища освіта,"Торгівля, транспорт і логістика",6 000 - 10 000,Не маю релігійної приналежності,Блок Петра Порошенка,Трохи цікавлюсь,0.08,-0.25,Kyiv
Жіноча,1990,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",6 000 - 10 000,Не маю релігійної приналежності,Інша партія,Трохи цікавлюсь,-0.10,-0.73,Kyiv
,1979,Неодружений/незаміжня,Повна вища освіта,Інше,6 000 - 10 000,Католицизм,Батьківщина,Дуже цікавлюсь,-0.25,-0.15,not_defined
Чоловіча,1989,Неодружений/незаміжня,Повна вища освіта,IT-сфера,25 000 - 50 000,Православ'я,Я не голосував,Дуже цікавлюсь,-0.30,0.25,not_defined
Чоловіча,1982,У шлюбі,Кандидат/доктор наук,На пенсії,15 000 - 25 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.28,-0.25,Kyiv
Чоловіча,1970,У шлюбі,Повна вища освіта,Охорона здоров'я,6 000 - 10 000,Православ'я,Свобода,Цікавлюсь,-0.25,-0.45,Kyiv
Чоловіча,1972,У розлученні,Повна вища освіта,IT-сфера,10 000 - 15 000,Католицизм,Народний Фронт,Цікавлюсь,0.38,-0.43,not_defined
Жіноча,1983,Неодружений/незаміжня,Повна вища освіта,"Бізнес, фінанси та управління",> 50 000,Православ'я,,Трохи цікавлюсь,-0.13,-0.48,Kyiv
Чоловіча,1987,У шлюбі,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Католицизм,Самопоміч,Дуже цікавлюсь,0.00,-0.53,Lviv
Чоловіча,1991,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",3 000 - 6 000,Не маю релігійної приналежності,Самопоміч,Трохи цікавлюсь,-0.23,-0.65,Lviv
Чоловіча,1991,,,На пенсії,,,,,-0.18,-0.1,not_defined
,,,,На пенсії,,,,,0.03,-0.3,not_defined
Чоловіча,1969,У шлюбі,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Католицизм,Блок Петра Порошенка,Цікавлюсь,0.10,-0.08,Lviv
Чоловіча,,У шлюбі,Кандидат/доктор наук,Наука та дослідження,< 3 000,Інше,,Зовсім не цікавлюсь,0.08,-0.15,Lviv
Жіноча,1992,Неодружений/незаміжня,Повна вища освіта,"Бізнес, фінанси та управління",15 000 - 25 000,Православ'я,Самопоміч,Зовсім не цікавлюсь,0.05,-0.48,not_defined
Жіноча,1994,Неодружений/незаміжня,,Студент,< 3 000,Католицизм,Блок Петра Порошенка,,-0.15,-0.08,Lviv
Чоловіча,1991,Неодружений/незаміжня,Повна вища освіта,Продажі та послуги,3 000 - 6 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,-0.25,-0.1,Lviv
Чоловіча,1978,Інше,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",10 000 - 15 000,Не маю релігійної приналежності,Блок Петра Порошенка,Трохи цікавлюсь,0.08,-0.8,Kyiv
Чоловіча,1986,У шлюбі,Неповна вища освіта,IT-сфера,25 000 - 50 000,Буддизм,Інша партія,Цікавлюсь,0.45,-0.63,Kyiv
Чоловіча,,У шлюбі,Повна вища освіта,"Торгівля, транспорт і логістика",,Православ'я,Я не голосував,Цікавлюсь,-0.08,-0.03,Kyiv
Чоловіча,1986,Неодружений/незаміжня,Повна вища освіта,Охорона здоров'я,3 000 - 6 000,Інше,Самопоміч,Дуже цікавлюсь,-0.13,0.03,Kyiv
Жіноча,1963,У розлученні,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Інше,Блок Петра Порошенка,Цікавлюсь,-0.13,-0.08,not_defined
Чоловіча,1983,У шлюбі,Повна вища освіта,Сільське господарство,3 000 - 6 000,Інше,Складно відповісти,Дуже цікавлюсь,-0.30,0.38,Chernihiv
