index,name,actives,date,credits_all,deposits_all,income,owner,group.x,group.y,status,rating,groups,y
1725,ТК КРЕДИТ,354455,1012009,226275,151341,3308,"Юрій Іванющенко, 
Іван Аврамов",4,regionals,NA,121,3,31
1726,ТК КРЕДИТ,1725731,1012013,650567,1386899,-268,"Юрій Іванющенко,
 Іван Аврамов",4,regionals,NA,121,3,31
1727,ТК КРЕДИТ,1512151,1072014,727272,1335907,557,"Юрій Іванющенко, 
Іван Аврамов",4,regionals,NA,121,3,31
1728,ТК КРЕДИТ,956889,1012011,610435,727812,589,"Юрій Іванющенко, 
Іван Аврамов",4,regionals,NA,121,3,31
1729,ТК КРЕДИТ,1610311,1072012,589557,1351731,629,"Юрій Іванющенко, 
Іван Аврамов",4,regionals,NA,121,3,31
1730,ТК КРЕДИТ,1297903,1072011,625572,1096812,573,"Юрій Іванющенко, 
Іван Аврамов",4,regionals,NA,121,3,31
1731,ТК КРЕДИТ,1582468.32,1012014,723843.23,1291211,1555,"Юрій 
Іванющенко, Іван Аврамов",4,regionals,NA,121,3,31
1732,ТК КРЕДИТ,1630573,1072013,745924,1261931,2023,"Юрій Іванющенко,
 Іван Аврамов",4,regionals,NA,121,3,31
1733,ТММ-БАНК,217755,1012013,49294,13665,-1363,NA,4,NA,NA,230,2,129
1734,ТММ-БАНК,136389,1012012,79857,43300,287,NA,4,NA,NA,230,2,129
1735,ТММ-БАНК,164969,1012009,92537,75825,5193,NA,4,NA,NA,230,2,129
1736,ТММ-БАНК,146773,1012010,87470,55058,2151,NA,4,NA,NA,230,2,129
1737,ТММ-БАНК,139510,1012011,81060,45313,1939,NA,4,NA,NA,230,2,129
1738,ТММ-БАНК,167511,1072012,82812,39070,-5276,NA,4,NA,NA,230,2,129
1739,ТММ-БАНК,167528,1072009,103519,77957,813,NA,4,NA,NA,230,2,129
1740,ТММ-БАНК,146173,1072011,87176,52173,172,NA,4,NA,NA,230,2,129
1741,ТММ-БАНК,144827,1072010,92654,48970,527,NA,4,NA,NA,230,2,129
1742,ТРАНСБАНК,1214058,1012009,963809,963964,306,ліквідовано,4,liquidated,insolvent,164,5,241
1743,ТРАНСБАНК,145024,1012010,844444,625149,-764870,ліквідовано,4,liquidated,insolvent,164,5,241
1744,ТРАНСБАНК,506546,1072009,947021,721968,-471782,ліквідовано,4,liquidated,insolvent,164,5,241
1745,ТРАСТ,387108,1012009,276256,18172,65,"Ілля
 Юров, Микола Фетісов, Сергій Бєляєв (акціонериу ""Траст"" в 
Росії)",4,russia,NA,193,2,96
1746,ТРАСТ,461249,1072013,333853,198047,20,"Ілля Юров, Микола 
Фетісов, Сергій Бєляєв (акціонериу ""Траст"" в 
Росії)",4,russia,NA,193,2,96
1747,ТРАСТ,435167,1072009,335662,70870,-3432,"Ілля Юров, Микола 
Фетісов, Сергій Бєляєв (акціонериу ""Траст"" в 
Росії)",4,russia,NA,193,2,96
1748,ТРАСТ,325816,1012012,231582,42581,17,"Ілля Юров, Микола 
Фетісов, Сергій Бєляєв (акціонериу ""Траст"" в 
Росії)",4,russia,NA,193,2,96
1749,ТРАСТ,376962,1012010,270584,4147,39,"Ілля Юров, Микола Фетісов,
 Сергій Бєляєв (акціонериу ""Траст"" в Росії)",4,russia,NA,193,2,96
1750,ТРАСТ,545076.98,1012014,406277.67,250420,525,"Ілля Юров, Микола
 Фетісов, Сергій Бєляєв (акціонериу ""Траст"" в 
Росії)",4,russia,NA,193,2,96
1751,ТРАСТ,324828,1012011,226098,13347,180,"Ілля Юров, Микола 
Фетісов, Сергій Бєляєв (акціонериу ""Траст"" в 
Росії)",4,russia,NA,193,2,96
1752,ТРАСТ,303608,1072010,222561,4860,-1702,"Ілля Юров, Микола 
Фетісов, Сергій Бєляєв (акціонериу ""Траст"" в 
Росії)",4,russia,NA,193,2,96
1753,ТРАСТ,698295,1072014,489051,250683,204,"Ілля Юров, Микола 
Фетісов, Сергій Бєляєв (акціонериу ""Траст"" в 
Росії)",4,russia,NA,193,2,96
1754,ТРАСТ,315077,1072011,212564,13699,1466,"Ілля Юров, Микола 
Фетісов, Сергій Бєляєв (акціонериу ""Траст"" в 
Росії)",4,russia,NA,193,2,96
1755,ТРАСТ,439778,1012013,281713,129694,111,"Ілля Юров, Микола 
Фетісов, Сергій Бєляєв (акціонериу ""Траст"" в 
Росії)",4,russia,NA,193,2,96
1756,ТРАСТ,373989,1072012,238039,81772,-964,"Ілля Юров, Микола 
Фетісов, Сергій Бєляєв (акціонериу ""Траст"" в 
Росії)",4,russia,NA,193,2,96
1757,ТРАСТ-КАПІТАЛ,458253,1012012,192128,212215,7825,"Ірина 
Кравченко, дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1758,ТРАСТ-КАПІТАЛ,410869,1012013,182518,152350,1648,"Ірина 
Кравченко, дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1759,ТРАСТ-КАПІТАЛ,452767,1072014,244365,134817,-1024,"Ірина 
Кравченко, дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1760,ТРАСТ-КАПІТАЛ,400504,1072012,166163,177809,706,"Ірина 
Кравченко, дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1761,ТРАСТ-КАПІТАЛ,443282,1072013,210846,142367,436,"Ірина 
Кравченко, дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1762,ТРАСТ-КАПІТАЛ,597259,1072009,288502,319272,489,"Ірина 
Кравченко, дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1763,ТРАСТ-КАПІТАЛ,354358,1072011,125701,180124,173,"Ірина 
Кравченко, дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1764,ТРАСТ-КАПІТАЛ,433486,1072010,183495,223315,-3087,"Ірина 
Кравченко, дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1765,ТРАСТ-КАПІТАЛ,456124,1012009,257408,265255,11194,"Ірина 
Кравченко, дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1766,ТРАСТ-КАПІТАЛ,435642,1012011,154136,224755,25,"Ірина Кравченко,
 дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1767,ТРАСТ-КАПІТАЛ,475195.81,1012014,233101.26,102892,2307,"Ірина 
Кравченко, дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1768,ТРАСТ-КАПІТАЛ,503837,1012010,187713,254647,4957,"Ірина 
Кравченко, дочка покійного Юрія Кравченка, міністра внутрішніх 
справ",4,ukraine,NA,185,2,179
1769,УКООПСПІЛКА,540029,1072014,176073,149886,23,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1770,УКООПСПІЛКА,259842,1072012,177020,123209,-4928,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1771,УКООПСПІЛКА,211344,1012009,142705,107065,2604,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1772,УКООПСПІЛКА,263442,1072013,187903,121194,-2463,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1773,УКООПСПІЛКА,421673,1012012,273489,308613,95,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1774,УКООПСПІЛКА,266072,1072011,173938,144381,41,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1775,УКООПСПІЛКА,201330,1072009,128851,96916,876,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1776,УКООПСПІЛКА,290037.44,1012014,200977.07,144518,32,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1777,УКООПСПІЛКА,180214,1072010,117523,71568,92,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1778,УКООПСПІЛКА,307257,1012013,199820,168281,4,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1779,УКООПСПІЛКА,256567,1012011,172824,143432,20,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1780,УКООПСПІЛКА,211025,1012010,128590,103206,620,"об'єднання 
споживчої кооперації",4,ukraine,NA,210,2,61
1781,"УКРАЇНСЬКА ФІНАНСОВА 
ГРУПА",286627,1072009,243849,123784,271,NA,4,NA,insolvent,204,5,201
1782,"УКРАЇНСЬКА ФІНАНСОВА 
ГРУПА",359468,1012009,286179,230018,87,NA,4,NA,insolvent,204,5,201
1783,"УКРАЇНСЬКИЙ 
БІЗНЕС",2433901,1012011,1826068,2036281,4106,NA,3,NA,NA,85,2,65
1784,"УКРАЇНСЬКИЙ 
БІЗНЕС",1522627,1012010,1311073,853982,2389,NA,4,NA,NA,85,2,65
1785,"УКРАЇНСЬКИЙ 
БІЗНЕС",3122314,1012012,2234329,2621990,20965,NA,3,NA,NA,85,2,65
1786,"УКРАЇНСЬКИЙ 
БІЗНЕС",1834428,1072010,1583128,1239630,1765,NA,4,NA,NA,85,2,65
1787,"УКРАЇНСЬКИЙ 
БІЗНЕС",1322511,1072009,1154418,991457,2391,NA,4,NA,NA,85,2,65
1788,"УКРАЇНСЬКИЙ 
БІЗНЕС",1346287,1012009,932263,1103693,8222,NA,4,NA,NA,85,2,65
1789,"УКРАЇНСЬКИЙ 
БІЗНЕС",2638848,1072011,1889054,2146233,9376,NA,3,NA,NA,85,2,65
1790,"УКРАЇНСЬКИЙ 
КАПІТАЛ",1080194,1072012,215087,249526,306,"Володимир 
Гаврилюк",4,ukraine,NA,152,3,124
1791,"УКРАЇНСЬКИЙ 
КАПІТАЛ",665589,1012010,272795,232054,1494,"Володимир 
Гаврилюк",4,ukraine,NA,152,3,124
1792,"УКРАЇНСЬКИЙ 
КАПІТАЛ",1112518,1012011,261071,276116,1154,"Володимир 
Гаврилюк",4,ukraine,NA,152,3,124
1793,"УКРАЇНСЬКИЙ 
КАПІТАЛ",446714,1012013,179229,224016,-7895,"Володимир 
Гаврилюк",4,ukraine,NA,152,3,124
1794,УКРАЇНСЬКИЙ КАПІТАЛ,473035,1072009,250672,215558,711,"Володимир
 Гаврилюк",4,ukraine,NA,152,3,124
1795,"УКРАЇНСЬКИЙ 
КАПІТАЛ",481146.86,1012014,156934.21,134179,-1007,"Володимир 
Гаврилюк",4,ukraine,NA,152,3,124
1796,УКРАЇНСЬКИЙ КАПІТАЛ,967286,1012012,283355,271931,907,"Володимир
 Гаврилюк",4,ukraine,NA,152,3,124
1797,"УКРАЇНСЬКИЙ 
КАПІТАЛ",451910,1012009,250388,195644,4780,"Володимир 
Гаврилюк",4,ukraine,NA,152,3,124
1798,"УКРАЇНСЬКИЙ 
КАПІТАЛ",1089648,1072011,287524,301131,481,"Володимир 
Гаврилюк",4,ukraine,NA,152,3,124
1799,"УКРАЇНСЬКИЙ 
КАПІТАЛ",543417,1072013,183367,188820,3206,"Володимир 
Гаврилюк",4,ukraine,NA,152,3,124
1800,"УКРАЇНСЬКИЙ 
КАПІТАЛ",612650,1072014,180020,308895,-3017,"Володимир 
Гаврилюк",4,ukraine,NA,152,3,124
1801,"УКРАЇНСЬКИЙ 
КАПІТАЛ",1044425,1072010,250521,220808,587,"Володимир 
Гаврилюк",4,ukraine,NA,152,3,124
1802,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",1945805,1072009,1419839,879503,5139,"Євген 
Балушка",3,ukraine,NA,69,2,88
1803,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",3515759,1072013,2124624,2010041,32802,"Євген 
Балушка",3,ukraine,NA,69,2,88
1804,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",2208270,1012010,1530244,992347,17247,"Євген 
Балушка",3,ukraine,NA,69,2,88
1805,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",3324634,1072012,2038931,1867974,32044,"Євген 
Балушка",3,ukraine,NA,69,2,88
1806,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",2964943,1072011,2082421,1733813,32842,"Євген 
Балушка",3,ukraine,NA,69,2,88
1807,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",3474487,1072014,2411701,2179932,4163,"Євген 
Балушка",3,ukraine,NA,69,2,88
1808,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",3524304,1012013,2143058,1940409,47693,"Євген 
Балушка",3,ukraine,NA,69,2,88
1809,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",2579506,1012011,1902014,1573875,52834,"Євген 
Балушка",3,ukraine,NA,69,2,88
1810,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",2310005,1072010,1632112,1173787,26379,"Євген 
Балушка",3,ukraine,NA,69,2,88
1811,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",3220197,1012012,2233098,1706509,87659,"Євген 
Балушка",3,ukraine,NA,69,2,88
1812,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",1813191,1012009,1374663,992004,42826,"Євген 
Балушка",3,ukraine,NA,69,2,88
1813,"УКРАЇНСЬКИЙ 
ПРОФЕСІЙНИЙ",3696878.96,1012014,2263653.97,2238525,30464,"Євген 
Балушка",3,ukraine,NA,69,2,88
1814,"УКРАЇНСЬКИЙ РЕКОНСТР.ТА 
РОЗВ.",128926.69,1012014,17376.05,276,94,Держава,4,state,NA,239,2,161
1815,"УКРАЇНСЬКИЙ
 РЕКОНСТР.ТА 
РОЗВ.",167541,1012013,28098,20401,-6744,Держава,4,state,NA,239,2,161
1816,"УКРАЇНСЬКИЙ РЕКОНСТР.ТА 
РОЗВ.",122451,1072013,24784,5985,118,Держава,4,state,NA,239,2,161
1817,"УКРАЇНСЬКИЙ РЕКОНСТР.ТА 
РОЗВ.",126779,1012011,10696,26706,1607,Держава,4,state,NA,239,2,161
1818,"УКРАЇНСЬКИЙ РЕКОНСТР.ТА 
РОЗВ.",93574,1012010,22941,5187,-29534,Держава,4,state,NA,239,2,161
1819,"УКРАЇНСЬКИЙ РЕКОНСТР.ТА 
РОЗВ.",137747,1072009,26327,34353,-617,Держава,4,state,NA,239,2,161
1820,"УКРАЇНСЬКИЙ РЕКОНСТР.ТА 
РОЗВ.",119698,1072010,25270,12317,1015,Держава,4,state,NA,239,2,161
1821,"УКРАЇНСЬКИЙ РЕКОНСТР.ТА 
РОЗВ.",113027,1072014,12745,401,-3892,Держава,4,state,NA,239,2,161
1822,"УКРАЇНСЬКИЙ РЕКОНСТР.ТА 
РОЗВ.",147495,1072012,43237,24384,353,Держава,4,state,NA,239,2,161
1823,"УКРАЇНСЬКИЙ РЕКОНСТР.ТА 
РОЗВ.",157335,1012012,24678,11246,95,Держава,4,state,NA,239,2,161
1824,"УКРАЇНСЬКИЙ РЕКОНСТР.ТА 
РОЗВ.",106536,1072011,25486,6367,190,Держава,4,state,NA,239,2,161
1825,"УКРАЇНСЬКИЙ РЕКОНСТР.ТА 
РОЗВ.",104149,1012009,49056,19861,1141,Держава,4,state,NA,239,2,161
1826,"УКРАЇНСЬКИЙ ФІНАНСОВИЙ 
СВІТ",1050447,1012012,880286,661136,6748,"Павло Климець, власник 
горілчаного бренду ""Олімп""",4,regionals,NA,125,2,83
1827,"УКРАЇНСЬКИЙ ФІНАНСОВИЙ 
СВІТ",1141399,1072012,916280,702602,8303,"Павло Климець, власник 
горілчаного бренду ""Олімп""",4,regionals,NA,125,2,83
1828,"УКРАЇНСЬКИЙ ФІНАНСОВИЙ 
СВІТ",786006,1072009,631605,493371,11475,"Павло Климець, власник 
горілчаного бренду ""Олімп""",4,regionals,NA,125,2,83
1829,"УКРАЇНСЬКИЙ ФІНАНСОВИЙ 
СВІТ",1389350.59,1012014,1098067.38,1120959,-9868,"Павло Климець, 
власник горілчаного бренду ""Олімп""",4,regionals,NA,125,2,83
1830,"УКРАЇНСЬКИЙ ФІНАНСОВИЙ 
СВІТ",704882,1012009,545400,380112,25445,"Павло Климець, власник 
горілчаного бренду ""Олімп""",4,regionals,NA,125,2,83
1831,"УКРАЇНСЬКИЙ ФІНАНСОВИЙ 
СВІТ",773976,1072010,635646,491159,9092,"Павло Климець, власник 
горілчаного бренду ""Олімп""",4,regionals,NA,125,2,83
1832,"УКРАЇНСЬКИЙ ФІНАНСОВИЙ 
СВІТ",1375859,1012013,1142588,1045846,27862,"Павло Климець, власник 
горілчаного бренду ""Олімп""",4,regionals,NA,125,2,83
1833,"УКРАЇНСЬКИЙ ФІНАНСОВИЙ 
СВІТ",946162,1072011,735989,611116,2988,"Павло Климець, власник 
горілчаного бренду ""Олімп""",4,regionals,NA,125,2,83
1834,"УКРАЇНСЬКИЙ ФІНАНСОВИЙ 
СВІТ",804150,1012011,662052,498772,9949,"Павло Климець, власник 
горілчаного бренду ""Олімп""",4,regionals,NA,125,2,83
1835,"УКРАЇНСЬКИЙ ФІНАНСОВИЙ 
СВІТ",879339,1012010,625075,477768,15733,"Павло Климець, власник 
горілчаного бренду ""Олімп""",4,regionals,NA,125,2,83
1836,"УКРАЇНСЬКИЙ ФІНАНСОВИЙ 
СВІТ",1372412,1072013,1115792,1085580,-601,"Павло Климець, власник 
горілчаного бренду ""Олімп""",4,regionals,NA,125,2,83
1837,УКРБІЗНЕСБАНК,5770961.61,1012014,4305843.29,4716090,39150,"Олександр
 Янукович",3,family,NA,45,4,141
1838,УКРБІЗНЕСБАНК,4681465,1072014,3569384,3580047,21310,"Олександр 
Янукович",3,family,NA,45,4,141
1839,УКРБІЗНЕСБАНК,4874817,1072013,3565053,3893116,20932,"Олександр 
Янукович",3,family,NA,45,4,141
1840,УКРБІЗНЕСБАНК,3885404,1072012,2835022,3101574,13564,"Олександр 
Янукович",3,family,NA,45,4,141
1841,УКРБІЗНЕСБАНК,4516134,1012013,2953036,3604995,24627,"Олександр 
Янукович",3,family,NA,45,4,141
1842,УКРБУДІНВЕСТБАНК,245327,1012013,109085,120843,1398,"Нвер 
Мхітарян, власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1843,УКРБУДІНВЕСТБАНК,117704,1072009,83882,45411,531,"Нвер Мхітарян,
 власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1844,УКРБУДІНВЕСТБАНК,265710,1072013,159160,139458,1029,"Нвер 
Мхітарян, власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1845,УКРБУДІНВЕСТБАНК,136688,1012011,93600,58797,270,"Нвер Мхітарян,
 власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1846,УКРБУДІНВЕСТБАНК,122220,1012010,93410,49780,945,"Нвер Мхітарян,
 власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1847,УКРБУДІНВЕСТБАНК,162733,1012012,105957,38186,913,"Нвер 
Мхітарян, власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1848,УКРБУДІНВЕСТБАНК,364836.33,1012014,211434.72,236890,1815,"Нвер 
Мхітарян, власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1849,УКРБУДІНВЕСТБАНК,162381,1072012,68952,38498,635,"Нвер Мхітарян,
 власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1850,УКРБУДІНВЕСТБАНК,137602,1072011,103946,39376,537,"Нвер 
Мхітарян, власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1851,УКРБУДІНВЕСТБАНК,116534,1072010,84733,37930,114,"Нвер Мхітарян,
 власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1852,УКРБУДІНВЕСТБАНК,92161,1012009,83047,29294,1924,"Нвер Мхітарян,
 власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1853,УКРБУДІНВЕСТБАНК,437551,1072014,279994,294633,358,"Нвер 
Мхітарян, власник ""Познякижилбуду""",4,regionals,NA,223,3,29
1854,УКРГАЗБАНК,18157477,1012012,16213336,5615040,-3613984,Держава,1,state,NA,17,2,109
1855,УКРГАЗБАНК,12090432,1012010,9741306,4040069,-4415600,Держава,2,state,NA,17,2,109
1856,УКРГАЗБАНК,17213444,1072011,12457424,5663994,6670,Держава,1,state,NA,17,2,109
1857,УКРГАЗБАНК,12139814,1072009,9058565,5565624,-76419,Держава,1,state,NA,17,2,109
1858,УКРГАЗБАНК,20997238,1012013,8675121,7023618,1010447,Держава,1,state,NA,17,2,109
1859,УКРГАЗБАНК,13836982,1012011,10540133,5235113,10058,Держава,1,state,NA,17,2,109
1860,УКРГАЗБАНК,22884151,1072014,11688423,11250083,81356,Держава,1,state,NA,17,2,109
1861,УКРГАЗБАНК,13996162,1072010,10135340,4924935,6187,Держава,2,state,NA,17,2,109
1862,УКРГАЗБАНК,20811879,1072013,8610160,8157660,541041,Держава,1,state,NA,17,2,109
1863,УКРГАЗБАНК,23793944.04,1012014,10257720.78,8698688,999615,Держава,1,state,NA,17,2,109
1864,УКРГАЗБАНК,14803319,1012009,9259833,7887300,204242,Держава,1,state,NA,17,2,109
1865,УКРГАЗБАНК,20897553,1072012,7088149,6780457,116907,Держава,1,state,NA,17,2,109
1866,УКРГАЗПРОМБАНК,669096,1012009,442831,474069,8082,"Іван
 Діяк і родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1867,УКРГАЗПРОМБАНК,1161600,1072012,703131,542856,685,"Іван Діяк і 
родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1868,УКРГАЗПРОМБАНК,987000,1012011,600038,594053,3877,"Іван Діяк і 
родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1869,УКРГАЗПРОМБАНК,1013398,1072011,710843,596088,1598,"Іван Діяк і 
родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1870,УКРГАЗПРОМБАНК,761216,1012010,494395,447551,5405,"Іван Діяк і 
родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1871,УКРГАЗПРОМБАНК,1329751.82,1012014,698621.67,707240,-1942,"Іван 
Діяк і родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1872,УКРГАЗПРОМБАНК,908424,1012013,690092,599865,1556,"Іван Діяк і 
родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1873,УКРГАЗПРОМБАНК,759230,1072009,485329,505905,1887,"Іван Діяк і 
родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1874,УКРГАЗПРОМБАНК,845060,1072010,529878,471660,3508,"Іван Діяк і 
родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1875,УКРГАЗПРОМБАНК,1269890,1072013,723149,629377,546,"Іван Діяк і 
родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1876,УКРГАЗПРОМБАНК,1259492,1072014,675656,706012,-1906,"Іван Діяк і
 родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1877,УКРГАЗПРОМБАНК,1087627,1012012,705070,574029,428,"Іван Діяк і 
родина (колишній заступник голови НАК ""Нафтогаз 
України"")",4,ukraine,NA,128,2,90
1878,УКРЕКСІМБАНК,56730780,1072009,44374716,18593629,12205,Держава,1,state,NA,3,2,66
1879,УКРЕКСІМБАНК,80011466,1072011,52898275,35202144,36799,Держава,1,state,NA,3,2,66
1880,УКРЕКСІМБАНК,111134225,1072014,52430260,51562739,164127,Держава,1,state,NA,3,2,66
1881,УКРЕКСІМБАНК,91626500,1072013,38592676,43677321,179756,Держава,1,state,NA,3,2,66
1882,УКРЕКСІМБАНК,75103435,1012012,52752692,31681696,88114,Держава,1,state,NA,3,2,66
1883,УКРЕКСІМБАНК,87948878,1012013,40421824,44840800,146724,Держава,1,state,NA,3,2,66
1884,УКРЕКСІМБАНК,73171643,1012011,52094251,27332447,51307,Держава,1,state,NA,3,2,66
1885,УКРЕКСІМБАНК,94349056.75,1012014,42273618.08,42970257,279939,Держава,1,state,NA,3,2,66
1886,УКРЕКСІМБАНК,66056900,1072010,48270724,21431844,21442,Держава,1,state,NA,3,2,66
1887,УКРЕКСІМБАНК,48324707,1012009,38332383,18576457,622141,Держава,1,state,NA,3,2,66
1888,УКРЕКСІМБАНК,75542572,1072012,42397504,31909013,18187,Держава,1,state,NA,3,2,66
1889,УКРЕКСІМБАНК,57196892,1012010,48308667,19424741,21124,Держава,1,state,NA,3,2,66
1890,УКРІНБАНК,1640948,1072009,1022024,560597,-11459,"група
 фізичних осіб (Володимир Стельмах, екс-голова НБУ 
?)",3,ukraine,NA,56,3,34
1891,УКРІНБАНК,1689880,1012009,1163595,942622,12169,"група фізичних 
осіб (Володимир Стельмах, екс-голова НБУ ?)",3,ukraine,NA,56,3,34
1892,УКРІНБАНК,4349400,1072012,2869331,2562366,1987,"група фізичних 
осіб (Володимир Стельмах, екс-голова НБУ ?)",3,ukraine,NA,56,3,34
1893,УКРІНБАНК,1703850,1072010,1093322,649913,-44950,"група фізичних
 осіб (Володимир Стельмах, екс-голова НБУ ?)",3,ukraine,NA,56,3,34
1894,УКРІНБАНК,6028642.32,1012014,3946592.72,4354281,-4376,"група 
фізичних осіб (Володимир Стельмах, екс-голова НБУ 
?)",2,ukraine,NA,56,3,34
1895,УКРІНБАНК,5615174,1072013,3765396,3906883,-5951,"група фізичних
 осіб (Володимир Стельмах, екс-голова НБУ ?)",3,ukraine,NA,56,3,34
1896,УКРІНБАНК,2657903,1012011,1709807,1255869,857,"група фізичних 
осіб (Володимир Стельмах, екс-голова НБУ ?)",3,ukraine,NA,56,3,34
1897,УКРІНБАНК,5090369,1012013,3117202,3388197,3025,"група фізичних 
осіб (Володимир Стельмах, екс-голова НБУ ?)",3,ukraine,NA,56,3,34
1898,УКРІНБАНК,2876421,1072011,2140001,1497982,2749,"група фізичних 
осіб (Володимир Стельмах, екс-голова НБУ ?)",3,ukraine,NA,56,3,34
1899,УКРІНБАНК,3993709,1012012,2776321,2140588,7531,"група фізичних 
осіб (Володимир Стельмах, екс-голова НБУ ?)",3,ukraine,NA,56,3,34
1900,УКРІНБАНК,1598646,1012010,989152,475118,-43566,"група фізичних 
осіб (Володимир Стельмах, екс-голова НБУ ?)",3,ukraine,NA,56,3,34
1901,УКРІНБАНК,6676570,1072014,5027933,5282231,3114,"група фізичних 
осіб (Володимир Стельмах, екс-голова НБУ ?)",2,ukraine,NA,56,3,34
1902,УКРКОМУНБАНК,543894.71,1012014,297953.29,372380,11,"Олександр 
Єфремов",4,regionals,NA,176,2,191
1903,УКРКОМУНБАНК,538954,1072011,304681,410946,5,"Олександр 
Єфремов",4,regionals,NA,176,2,191
1904,УКРКОМУНБАНК,506407,1072012,286423,324223,3,"Олександр 
Єфремов",4,regionals,NA,176,2,191
1905,УКРКОМУНБАНК,399465,1012010,282300,270280,1,"Олександр 
Єфремов",4,regionals,NA,176,2,191
1906,УКРКОМУНБАНК,525148,1012012,315445,358133,15,"Олександр 
Єфремов",4,regionals,NA,176,2,191
1907,УКРКОМУНБАНК,432577,1072009,296250,295068,494,"Олександр 
Єфремов",4,regionals,NA,176,2,191
1908,УКРКОМУНБАНК,610007,1012013,292525,443256,17,"Олександр 
Єфремов",4,regionals,NA,176,2,191
1909,УКРКОМУНБАНК,469023,1012011,282440,351369,12,"Олександр 
Єфремов",4,regionals,NA,176,2,191
1910,УКРКОМУНБАНК,553475,1072013,289375,328023,3,"Олександр 
Єфремов",4,regionals,NA,176,2,191
1911,УКРКОМУНБАНК,432546,1072014,289048,200336,6,"Олександр 
Єфремов",4,regionals,NA,176,2,191
